age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;subscribed
42;management;single;university.degree;no;yes;no;cellular;oct;mon;138.0;1.0;999.0;0.0;nonexistent;-3.4;92.431;-26.9;;5017.5;yes
49;blue-collar;married;basic.6y;no;yes;no;telephone;may;thu;374.0;5.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
38;blue-collar;married;basic.6y;no;yes;no;telephone;may;fri;110.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
33;admin.;divorced;high.school;no;no;no;cellular;aug;tue;271.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
30;blue-collar;married;basic.4y;unknown;no;no;telephone;may;fri;142.0;3.0;999.0;1.0;failure;-1.8;92.893;-46.2;1.313;5099.1;no
46;unknown;married;basic.6y;unknown;no;no;telephone;may;thu;51.0;5.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
42;blue-collar;married;basic.6y;no;yes;yes;cellular;mar;tue;185.0;1.0;7.0;3.0;failure;-1.8;93.369;-34.8;;5008.7;yes
25;admin.;single;professional.course;no;yes;no;cellular;apr;wed;114.0;1.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;;5099.1;yes
58;management;single;professional.course;no;no;no;telephone;may;wed;233.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.858;5191.0;no
37;admin.;married;high.school;no;no;no;cellular;jul;tue;106.0;1.0;999.0;0.0;nonexistent;-2.9;92.469;-33.6;1.044;5076.2;no
42;technician;divorced;high.school;no;no;no;cellular;aug;wed;113.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;no
31;services;married;high.school;no;yes;no;cellular;jun;wed;591.0;2.0;999.0;0.0;nonexistent;-2.9;92.963;-40.8;;5076.2;yes
49;self-employed;divorced;university.degree;no;yes;no;cellular;jul;wed;1124.0;2.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;yes
36;admin.;single;high.school;no;yes;yes;telephone;may;mon;111.0;4.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
29;technician;single;professional.course;no;no;no;cellular;nov;tue;449.0;2.0;1.0;1.0;success;-1.1;94.767;-50.8;1.046;4963.6;yes
34;admin.;married;university.degree;no;yes;no;cellular;may;mon;186.0;1.0;999.0;1.0;failure;-1.8;92.893;-46.2;;5099.1;no
31;services;single;basic.9y;no;no;no;telephone;may;fri;1044.0;5.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;yes
30;management;single;university.degree;no;yes;no;cellular;may;fri;637.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;yes
39;self-employed;single;university.degree;no;no;no;cellular;may;tue;180.0;2.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1;no
29;technician;single;professional.course;no;yes;no;cellular;nov;fri;1555.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;yes
26;admin.;single;university.degree;no;unknown;unknown;cellular;jun;tue;271.0;2.0;3.0;1.0;success;-2.9;92.963;-40.8;1.262;5076.2;yes
41;technician;married;professional.course;no;yes;no;cellular;aug;wed;164.0;1.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;no
54;blue-collar;married;basic.4y;no;yes;no;cellular;apr;thu;743.0;1.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;;5099.1;no
45;technician;married;university.degree;no;yes;yes;telephone;may;tue;845.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;yes
47;blue-collar;married;basic.4y;unknown;no;no;telephone;jun;mon;200.0;1.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
24;student;single;high.school;no;yes;no;cellular;dec;thu;726.0;3.0;999.0;0.0;nonexistent;-3.0;92.713;-33.0;0.712;5023.5;yes
39;admin.;divorced;university.degree;no;no;no;cellular;aug;mon;125.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;no
44;technician;married;university.degree;no;yes;no;telephone;jun;wed;712.0;1.0;6.0;3.0;failure;-1.7;94.055;-39.8;;4991.6;yes
34;management;married;university.degree;no;yes;yes;cellular;apr;mon;107.0;1.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;;5099.1;yes
36;admin.;single;high.school;no;yes;no;telephone;jun;mon;32.0;2.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
35;admin.;married;university.degree;no;yes;no;cellular;apr;thu;330.0;1.0;10.0;1.0;success;-1.8;93.749;-34.6;0.644;5008.7;yes
49;entrepreneur;married;university.degree;no;yes;no;cellular;apr;mon;48.0;1.0;999.0;1.0;failure;-1.8;93.075;-47.1;1.405;5099.1;no
50;entrepreneur;married;university.degree;no;yes;no;cellular;nov;wed;185.0;2.0;999.0;1.0;failure;-0.1;93.2;-42.0;;5195.8;no
40;admin.;married;professional.course;no;unknown;unknown;cellular;may;tue;305.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1;no
44;technician;married;professional.course;no;yes;no;telephone;jun;fri;189.0;2.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
56;blue-collar;married;basic.9y;no;yes;no;cellular;nov;thu;994.0;1.0;999.0;1.0;failure;-0.1;93.2;-42.0;;5195.8;yes
38;technician;married;university.degree;no;yes;no;cellular;aug;wed;238.0;4.0;999.0;0.0;nonexistent;-2.9;92.201;-31.4;0.854;5076.2;yes
31;admin.;married;university.degree;no;no;no;cellular;aug;tue;111.0;1.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;no
43;admin.;married;university.degree;no;no;no;cellular;apr;thu;522.0;4.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;1.406;5099.1;yes
31;management;married;university.degree;no;no;no;cellular;jun;tue;212.0;1.0;999.0;0.0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;no
64;admin.;married;high.school;no;no;no;cellular;jul;thu;368.0;1.0;999.0;0.0;nonexistent;-1.7;94.215;-40.3;0.884;4991.6;yes
56;admin.;divorced;high.school;no;yes;no;telephone;may;tue;196.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
49;technician;single;university.degree;no;yes;no;cellular;apr;thu;861.0;2.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
27;services;single;high.school;no;no;no;cellular;jul;mon;1071.0;3.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
30;admin.;single;university.degree;no;yes;no;cellular;jul;tue;101.0;2.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
21;student;single;high.school;no;no;no;cellular;aug;thu;185.0;2.0;4.0;2.0;success;-2.9;92.201;-31.4;0.873;5076.2;no
45;admin.;married;university.degree;no;no;no;cellular;aug;fri;27.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
50;blue-collar;married;basic.4y;unknown;no;yes;cellular;jul;tue;231.0;2.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
57;retired;married;high.school;no;no;no;telephone;may;mon;238.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
29;services;single;high.school;no;no;yes;telephone;may;tue;262.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
38;blue-collar;married;basic.6y;no;yes;no;telephone;jun;fri;167.0;2.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
47;blue-collar;married;basic.6y;no;yes;no;cellular;aug;tue;308.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
28;technician;married;high.school;no;yes;no;telephone;may;thu;347.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no
41;services;married;high.school;unknown;yes;yes;telephone;may;mon;146.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
49;management;married;university.degree;no;yes;no;cellular;apr;thu;240.0;1.0;999.0;1.0;failure;-1.8;93.075;-47.1;;5099.1;yes
29;technician;single;basic.9y;no;no;no;cellular;may;thu;20.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
28;admin.;single;university.degree;no;yes;no;cellular;may;mon;28.0;2.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;no
58;retired;divorced;high.school;no;no;no;cellular;aug;thu;398.0;2.0;999.0;1.0;failure;-2.9;92.201;-31.4;;5076.2;yes
30;technician;married;university.degree;no;no;no;telephone;may;tue;169.0;4.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
24;entrepreneur;single;university.degree;no;yes;no;cellular;jul;tue;808.0;3.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;yes
39;admin.;divorced;university.degree;no;no;no;cellular;aug;thu;78.0;1.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;no
27;student;single;basic.9y;no;yes;yes;cellular;jun;tue;107.0;1.0;999.0;0.0;nonexistent;-2.9;92.963;-40.8;;5076.2;yes
38;blue-collar;divorced;unknown;no;no;no;telephone;jun;fri;278.0;1.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
46;housemaid;married;high.school;no;yes;no;cellular;aug;fri;358.0;1.0;999.0;0.0;nonexistent;-2.9;92.201;-31.4;0.881;5076.2;yes
36;housemaid;married;basic.4y;no;no;no;telephone;may;mon;85.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
78;retired;married;basic.4y;no;yes;no;cellular;apr;tue;274.0;1.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
39;technician;married;university.degree;unknown;unknown;unknown;cellular;aug;fri;116.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;no
39;admin.;married;high.school;no;yes;no;cellular;dec;wed;110.0;3.0;999.0;1.0;failure;-3.0;92.713;-33.0;0.7;5023.5;no
22;student;single;basic.9y;no;no;no;cellular;oct;fri;438.0;1.0;999.0;1.0;failure;-3.4;92.431;-26.9;;5017.5;yes
25;admin.;single;university.degree;no;no;no;telephone;aug;tue;103.0;3.0;999.0;0.0;nonexistent;-2.9;92.201;-31.4;;5076.2;no
42;technician;married;university.degree;no;no;yes;cellular;aug;thu;168.0;1.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
43;management;married;university.degree;no;no;no;cellular;jun;thu;185.0;1.0;999.0;0.0;nonexistent;-1.7;94.055;-39.8;0.742;4991.6;no
37;services;married;high.school;no;yes;no;cellular;may;wed;130.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
35;blue-collar;married;high.school;no;no;no;cellular;may;tue;895.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;yes
36;admin.;married;university.degree;no;no;no;cellular;may;tue;641.0;4.0;999.0;0.0;nonexistent;-1.8;93.876;-40.0;;5008.7;yes
25;self-employed;divorced;university.degree;no;no;no;cellular;apr;mon;241.0;1.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;;5099.1;yes
37;unemployed;married;professional.course;no;no;no;telephone;may;fri;41.0;8.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no
36;admin.;married;high.school;no;no;no;telephone;jun;fri;355.0;4.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
44;admin.;single;university.degree;unknown;yes;no;telephone;jun;fri;18.0;6.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
47;admin.;married;high.school;no;yes;no;cellular;aug;mon;1152.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
37;management;single;basic.9y;no;no;no;cellular;oct;thu;137.0;1.0;999.0;0.0;nonexistent;-3.4;92.431;-26.9;;5017.5;yes
36;admin.;married;university.degree;no;yes;no;cellular;jul;wed;570.0;2.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
32;technician;single;professional.course;no;yes;no;cellular;jul;wed;156.0;2.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
31;technician;single;university.degree;no;yes;no;cellular;nov;thu;137.0;5.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8;no
34;technician;single;professional.course;no;yes;no;cellular;aug;tue;1416.0;2.0;12.0;1.0;success;-2.9;92.201;-31.4;0.883;5076.2;yes
32;services;single;basic.6y;no;unknown;unknown;telephone;jun;thu;131.0;3.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
32;admin.;married;university.degree;no;yes;no;cellular;aug;wed;1842.0;1.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;yes
54;admin.;single;university.degree;no;yes;no;cellular;nov;tue;119.0;1.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.153;5195.8;no
21;student;single;high.school;no;no;no;cellular;jun;thu;400.0;1.0;999.0;0.0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
38;admin.;single;university.degree;no;no;no;telephone;may;tue;574.0;5.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
36;blue-collar;married;high.school;no;no;no;telephone;may;thu;268.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no
35;admin.;married;high.school;no;no;no;cellular;jul;wed;788.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;yes
